Probe	Symbol	Description	Chromosome	Chromosome Location	GenBank	Gene	PubMed	Gene Ontology	Pathway
260472_at			1	-3670278, -3670278	AT1G10990	837642	15546358	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0005739: mitochondrion, GO:0008150: biological_process	
253667_at			4	14762841	AT4G30170	829140	12473102, 12805590, 14576160, 14551330, 15086809, 15047898, 15272873, 15231406, 15347784, 15634198, 15694452, 15824099, 16173598, 16648215, 16920880, 18796151, 20736450	GO:0004601: peroxidase activity, GO:0005576: extracellular region, GO:0006826: iron ion transport, GO:0010106: cellular response to iron ion starvation, GO:0010167: response to nitrate, GO:0015706: nitrate transport	00360: Phenylalanine metabolism, 00940: Phenylpropanoid biosynthesis, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
262349_at			2	-19685066	AT2G48130	819425	12068095, 12805588, 14576160, 16258012, 20736450, 21558309	GO:0000041: transition metal ion transport, GO:0005886: plasma membrane, GO:0006826: iron ion transport, GO:0006869: lipid transport, GO:0008289: lipid binding, GO:0010106: cellular response to iron ion starvation, GO:0010167: response to nitrate, GO:0015706: nitrate transport, GO:0031225: anchored component of membrane	
264565_at			1	-1535444	AT1G05280	837026	20736450	GO:0005575: cellular_component, GO:0008150: biological_process, GO:0016757: transferase activity, transferring glycosyl groups	
253172_at	HIPP25		4	-16685720	AT4G35060	829658	12196180, 13129917, 15047898, 18252844, 18805951, 21072340, 22645532	GO:0005634: nucleus, GO:0009506: plasmodesma, GO:0046872: metal ion binding	
261926_at	PATL2		1	-7955493	AT1G22530	838859	12177459, 12773641, 15466235, 16635983, 17586839, 17848588, 17828791, 18182375, 18775970	GO:0002020: protease binding, GO:0005215: transporter activity, GO:0005794: Golgi apparatus, GO:0005886: plasma membrane, GO:0006810: transport, GO:0009507: chloroplast	
265334_at		Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the lipid transfer protein (PR-14) family with the following members:   At2g38540/LTP1, At2g38530/LTP2, At5g59320/LTP3, At5g59310/LTP4, At3g51600/LTP5, At3g08770/LTP6, At2g15050/LTP7, At2g18370/LTP8, At2g15325/LTP9, At5g01870/LTP10, At4g33355/LTP11, At3g51590/LTP12, At5g44265/LTP13, At5g62065/LTP14, At4g08530/LTP15.	2	7980625	AT2G18370	816352	18291034, 18674922, 20484005	GO:0005576: extracellular region, GO:0006869: lipid transport, GO:0008289: lipid binding	
266708_at			2	-966451	AT2G03200	814849	14576160, 14623097, 14697270, 15047898	GO:0000041: transition metal ion transport, GO:0005576: extracellular region, GO:0006508: proteolysis, GO:0010228: vegetative to reproductive phase transition of meristem, GO:0010413: glucuronoxylan metabolic process, GO:0016926: protein desumoylation, GO:0045492: xylan biosynthetic process, GO:0050665: hydrogen peroxide biosynthetic process	
256569_at			3	-6787241	AT3G19550	821491	18650403, 20736450	GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0008150: biological_process	
249996_at			5	-6183258	AT5G18600	831978	12753580, 15333754, 15632145, 16720602, 17031546, 18231654	GO:0008794: arsenate reductase (glutaredoxin) activity, GO:0019243: methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione	
262399_at			1	-18321295	AT1G49500	841374	12167669, 15047898, 15688252, 16029491, 16212609, 18231654, 18305208, 18650403	GO:0003674: molecular_function, GO:0006569: tryptophan catabolic process, GO:0008150: biological_process, GO:0009684: indoleacetic acid biosynthetic process	
247474_at			5	25017073	AT5G62280	836349	18552355	GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0008150: biological_process	
256721_at	ATRANGAP2, ATSCAR1, SCAR1, WAVE1	Encodes a member of the SCAR family.These proteins are part of a complex (WAVE) complex.The SCAR subunit activates the ARP2/3 complex which in turn act as a nucleator for actin filaments., Encodes a member of the SCAR family.These proteins are part of a complex (WAVE) complex.The SCAR subunit activates the ARP2/3 complex which in turn act as a nucleator for actin filaments., Encodes a member of the SCAR family.These proteins are part of a complex (WAVE) complex.The SCAR subunit activates the ARP2/3 complex which in turn act as a nucleator for actin filaments., Encodes a member of the SCAR family.These proteins are part of a complex (WAVE) complex.The SCAR subunit activates the ARP2/3 complex which in turn act as a nucleator for actin filaments.	2, 2, 2, 2	-14419295, -14419295	AT2G34150	817976	12582254, 15316111, 15296761, 15659634, 15894620, 17267444, 18424615, 21972261	GO:0003785: actin monomer binding, GO:0005515: protein binding, GO:0005737: cytoplasm, GO:0010090: trichome morphogenesis, GO:0016020: membrane, GO:0031209: SCAR complex, GO:0043229: intracellular organelle, GO:0045010: actin nucleation, GO:0051127: positive regulation of actin nucleation, GO:0071944: cell periphery	
248566_s_at								GO:0000293: ferric-chelate reductase activity, GO:0000293: ferric-chelate reductase activity, GO:0005634: nucleus, GO:0005886: plasma membrane, GO:0009416: response to light stimulus, GO:0009507: chloroplast, GO:0009767: photosynthetic electron transport chain, GO:0016020: membrane, GO:0016491: oxidoreductase activity	
254574_at			4	-10598445	AT4G19430	827684	14576160	GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0008150: biological_process	
251855_at	SETH3		3	20246539	AT3G54690	824634	15342534, 18503041, 18650403, 18775970	GO:0019243: methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione	
250110_at	AtENODL17, ENODL17		5, 5	-4984959	AT5G15350	831387	12068095, 12805588, 14973164, 15047898, 15295017, 16635983, 17293437, 17496105, 18650403, 19897921, 20736450	GO:0005507: copper ion binding, GO:0005773: vacuole, GO:0005886: plasma membrane, GO:0006084: acetyl-CoA metabolic process, GO:0016126: sterol biosynthetic process, GO:0016132: brassinosteroid biosynthetic process, GO:0031225: anchored component of membrane, GO:0046658: anchored component of plasma membrane, GO:0052541: plant-type cell wall cellulose metabolic process, GO:0052546: cell wall pectin metabolic process	
254770_at	LRX3		4	7758610	AT4G13340	826964	12644681, 14973164, 15047898, 15235117, 16287169, 18796151, 21680836	GO:0005199: structural constituent of cell wall, GO:0005515: protein binding, GO:0005618: cell wall, GO:0009505: plant-type cell wall, GO:0009506: plasmodesma	
245334_at	RALFL33	Member of a diversely expressed predicted peptide family showing sequence similarity to tobacco Rapid Alkalinization Factor (RALF), and is believed to play an essential role in the physiology of Arabidopsis.  Consists of a single exon and is characterized by a conserved C-terminal motif and N-terminal signal peptide.	4	8984858	AT4G15800	827260	12611624, 15466488, 16287169	GO:0005576: extracellular region, GO:0007267: cell-cell signaling, GO:0009505: plant-type cell wall, GO:0009506: plasmodesma, GO:0048046: apoplast	
258616_at			3	634653	AT3G02880	821198	12972053, 12949074, 15060130, 16146321, 16287169, 16635983, 16618929, 16920880, 17432890, 17397506, 17586839, 17869214, 19900291, 20733066, 21431781, 21477822	GO:0002679: respiratory burst involved in defense response, GO:0004674: protein serine/threonine kinase activity, GO:0005524: ATP binding, GO:0005618: cell wall, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0006468: protein phosphorylation, GO:0006865: amino acid transport, GO:0006888: ER to Golgi vesicle-mediated transport, GO:0007169: transmembrane receptor protein tyrosine kinase signaling pathway, GO:0009505: plant-type cell wall, GO:0009506: plasmodesma, GO:0009737: response to abscisic acid, GO:0010200: response to chitin, GO:0016020: membrane, GO:0016301: kinase activity, GO:0043090: amino acid import, GO:0046658: anchored component of plasma membrane, GO:0048767: root hair elongation, GO:0052541: plant-type cell wall cellulose metabolic process, GO:0052546: cell wall pectin metabolic process	
